rain_7d_mm,et0_7d_mm,temp_high_f,temp_low_f,humidity_pct,forecast_precip_mm_d0,forecast_precip_prob_d0,forecast_precip_mm_d1_d2,forecast_temp_max_c,days_since_watered,maturity_days,seedling_frac,kc_avg,mm_day_avg,sand_pct,clay_pct,bed_area_m2,water_mm_today
15,20,105,45,50,25,60,0,33,7,45,1.0,1.2,4.0,33,15,1.5,9.3
30,45,75,75,50,10,0,5,40,4,45,0.0,0.6,6.0,50,33,6.0,0.0
5,20,95,45,50,10,30,20,40,4,90,1.0,0.85,5.0,50,15,1.5,4.2
60,45,105,45,90,0,60,20,40,7,21,0.0,0.6,5.0,33,15,3.0,0.0
0,30,60,55,90,2,90,20,18,2,90,0.5,1.05,2.0,33,15,6.0,2.34
30,10,95,75,90,10,60,5,25,4,7,1.0,0.6,4.0,50,33,1.5,0.0
5,45,75,75,50,25,30,0,18,1,21,1.0,0.85,6.0,15,15,1.5,1.28
30,45,105,45,90,0,90,0,18,2,21,1.0,1.05,2.0,33,33,6.0,0.0
30,20,60,65,50,0,90,20,18,1,21,0.0,0.6,4.0,50,33,6.0,0.02
15,20,95,65,90,0,0,5,18,0,90,0.5,0.6,4.0,15,33,1.5,0.0
30,10,85,45,30,10,30,0,25,4,90,0.0,1.05,5.0,33,50,1.5,0.6
30,20,105,65,90,25,30,20,18,7,21,1.0,0.6,6.0,33,33,1.5,0.0
5,30,105,65,30,2,30,0,40,1,90,0.0,0.6,4.0,50,15,3.0,0.13
15,45,60,55,90,25,90,5,33,1,90,0.0,1.05,5.0,15,50,3.0,0.72
15,30,60,75,30,25,60,0,40,4,45,0.5,0.6,4.0,15,50,1.5,0.37
60,20,105,45,50,2,0,5,33,1,7,0.5,1.05,2.0,50,15,1.5,0.0
5,30,75,55,50,2,0,0,25,2,7,0.0,0.85,5.0,50,33,3.0,5.89
60,20,85,65,70,0,30,5,33,1,21,0.0,0.85,4.0,33,15,3.0,0.0
5,45,75,45,30,10,30,0,25,2,45,0.0,0.85,2.0,33,33,6.0,5.1
60,20,60,45,50,2,90,5,25,0,90,0.5,1.05,5.0,33,15,1.5,0.68
0,45,75,65,30,2,90,5,18,7,21,0.0,1.2,6.0,15,50,1.5,39.27
30,20,95,65,90,10,30,20,40,2,90,0.0,0.85,2.0,50,33,1.5,0.28
30,20,60,45,50,10,60,0,33,0,21,0.0,0.6,2.0,33,50,1.5,0.3
15,10,85,55,50,0,0,5,25,0,90,0.5,1.2,4.0,33,33,6.0,0.0
5,30,85,55,50,0,30,20,33,2,7,1.0,0.85,2.0,33,50,3.0,1.72
30,20,75,55,50,25,60,0,33,7,7,0.0,1.05,6.0,50,50,6.0,1.27
15,45,85,45,70,10,30,20,25,2,90,1.0,1.2,4.0,33,15,1.5,1.56
30,20,105,55,70,10,30,20,33,2,7,1.0,1.2,4.0,50,15,1.5,0.0
5,30,60,45,50,10,90,0,33,4,21,1.0,1.2,4.0,50,33,1.5,15.91
5,20,75,65,30,10,30,20,18,0,90,0.5,0.85,6.0,15,15,3.0,0.0
30,10,85,65,30,10,90,0,25,0,90,0.5,0.6,2.0,50,15,6.0,0.73
0,20,75,65,50,2,30,0,33,4,7,0.0,0.85,6.0,15,50,1.5,9.31
30,10,105,55,90,25,0,5,40,2,90,0.0,1.2,2.0,33,33,1.5,0.0
60,30,60,45,70,2,90,0,25,2,90,0.0,1.2,6.0,50,15,1.5,0.22
0,20,75,75,30,0,60,5,18,4,45,0.0,0.85,2.0,33,33,3.0,8.1
5,45,75,75,90,25,60,5,40,0,90,1.0,0.85,5.0,50,33,1.5,0.0
60,10,85,75,30,25,60,5,18,7,90,0.0,0.6,6.0,50,50,6.0,0.16
5,10,75,65,50,25,60,5,33,0,90,0.0,0.85,5.0,33,33,3.0,0.39
5,45,105,65,90,0,30,5,33,7,45,1.0,0.85,6.0,15,33,6.0,40.0
30,20,75,75,70,0,0,0,33,1,45,1.0,1.05,6.0,50,33,1.5,0.0
0,45,85,55,70,0,0,20,25,4,7,0.5,1.2,2.0,33,33,6.0,9.22
15,20,95,65,70,2,90,0,40,4,7,1.0,1.2,5.0,33,33,3.0,9.02
30,20,95,55,90,0,60,20,33,0,45,1.0,0.6,2.0,15,33,3.0,0.27
0,10,105,65,70,0,90,20,40,0,45,0.0,1.05,6.0,33,15,3.0,0.0
0,20,75,75,70,25,30,0,18,4,90,1.0,1.2,4.0,15,33,3.0,4.14
0,20,75,55,90,25,90,20,33,0,7,1.0,1.2,6.0,33,15,6.0,0.0
15,10,95,75,50,25,30,5,25,7,90,0.5,0.6,5.0,50,33,1.5,2.12
60,20,75,45,90,0,60,20,40,0,90,1.0,1.2,2.0,33,33,1.5,0.0
5,10,60,75,50,0,90,0,25,7,7,1.0,0.85,6.0,15,50,1.5,10.66
5,20,95,45,90,0,90,5,33,1,90,1.0,1.05,4.0,15,15,6.0,0.22
60,20,60,55,70,10,0,0,33,2,90,0.5,0.6,6.0,50,15,1.5,0.0
30,20,60,65,70,2,60,0,33,1,7,1.0,0.85,2.0,33,50,6.0,0.0
0,45,95,45,90,25,60,20,25,0,45,1.0,0.6,2.0,33,50,3.0,0.49
5,10,85,45,50,25,0,0,40,0,21,0.5,1.05,2.0,33,15,1.5,0.0
0,10,105,45,90,2,90,0,25,7,90,1.0,0.85,5.0,33,50,3.0,13.22
0,45,75,65,50,25,60,0,18,4,7,0.5,0.6,6.0,15,15,3.0,4.31
30,45,75,45,30,2,0,0,18,4,7,1.0,0.85,6.0,15,50,3.0,0.0
60,45,75,65,70,25,0,0,25,0,45,1.0,0.85,5.0,15,50,3.0,0.34
5,45,105,45,30,2,30,5,33,1,7,0.0,1.05,6.0,33,50,1.5,3.51
30,10,75,65,50,25,60,0,33,0,45,0.5,0.85,6.0,33,50,1.5,0.49
60,45,85,65,30,2,90,20,33,7,21,0.0,1.05,6.0,33,15,6.0,0.0
30,45,75,55,50,2,90,0,40,4,90,1.0,1.2,5.0,50,15,1.5,11.46
15,30,105,75,50,2,0,5,25,7,90,0.0,0.85,6.0,50,50,1.5,23.45
0,45,105,75,50,2,60,5,25,7,21,0.0,1.05,6.0,33,50,6.0,40.0
30,45,95,55,70,25,0,5,18,1,45,1.0,0.85,2.0,50,33,6.0,0.09
5,20,105,45,50,2,90,0,18,0,7,0.5,1.05,2.0,50,50,6.0,0.0
30,45,75,45,70,2,0,5,18,1,45,0.0,0.6,4.0,50,50,3.0,0.0
60,45,75,45,90,10,90,5,25,1,45,0.0,1.05,4.0,15,50,1.5,0.97
5,30,75,45,90,25,90,20,18,7,45,1.0,1.2,4.0,50,50,1.5,11.12
30,20,60,45,90,10,30,20,18,4,90,0.5,0.6,6.0,50,33,3.0,0.0
5,30,60,65,50,10,90,5,18,1,45,0.0,0.6,4.0,33,50,6.0,0.0
0,10,95,75,90,2,30,0,40,2,7,0.0,1.2,2.0,50,50,1.5,4.25
0,20,85,45,50,25,30,0,40,0,21,0.5,0.85,5.0,33,33,3.0,0.0
15,45,95,45,90,25,30,0,33,0,7,1.0,1.2,6.0,33,15,6.0,0.67
0,45,60,65,30,25,30,20,25,7,45,0.0,1.05,5.0,33,15,3.0,12.7
60,30,105,45,70,10,0,20,18,2,90,0.5,1.05,6.0,50,33,1.5,0.21
60,10,95,45,90,25,0,0,33,0,21,0.0,1.05,5.0,33,15,6.0,0.0
5,20,75,45,30,2,90,5,25,0,21,1.0,1.05,6.0,50,33,6.0,0.09
0,45,105,45,50,25,60,0,33,0,90,0.5,1.2,4.0,15,50,1.5,0.0
5,10,75,75,70,10,0,20,18,4,90,0.0,1.2,2.0,50,15,1.5,2.15
0,10,105,65,50,0,0,0,25,4,90,0.0,0.6,5.0,50,33,6.0,4.38
5,45,75,55,30,0,90,0,33,4,21,0.0,0.6,5.0,15,50,3.0,15.56
0,45,95,65,70,10,60,5,18,7,21,1.0,0.85,2.0,33,15,3.0,23.72
60,30,75,65,90,25,90,5,25,4,21,0.0,1.05,6.0,15,33,1.5,0.12
0,20,95,45,70,0,30,5,40,7,90,0.0,0.85,6.0,50,33,1.5,15.88
30,20,60,75,90,2,90,0,33,0,21,1.0,0.6,6.0,33,15,6.0,0.8
60,10,60,55,30,0,30,0,25,0,21,0.5,0.85,2.0,50,33,3.0,0.18
30,30,105,75,70,2,0,20,25,4,7,0.0,1.2,2.0,15,33,3.0,0.28
30,30,85,65,70,2,0,5,33,7,45,1.0,1.05,5.0,15,50,1.5,16.02
60,10,105,75,70,10,30,5,33,2,90,0.5,0.85,4.0,50,50,3.0,0.06
5,10,95,75,30,10,90,5,18,1,90,0.0,1.2,4.0,33,50,3.0,0.07
30,20,95,75,30,2,30,5,18,2,45,0.0,0.6,5.0,15,50,1.5,0.01
0,45,75,45,90,25,0,5,40,0,45,1.0,1.2,2.0,33,15,1.5,0.0
5,30,85,75,70,0,90,5,33,1,7,1.0,1.05,6.0,50,15,3.0,1.91
30,10,105,45,90,25,60,20,40,7,21,0.5,1.05,6.0,15,50,1.5,0.15
60,45,85,75,90,0,60,20,40,0,21,0.0,1.2,6.0,50,15,6.0,0.41
15,20,60,45,50,2,0,20,33,4,90,0.0,0.85,4.0,15,50,6.0,0.22
5,20,105,75,70,10,0,0,25,2,21,0.0,1.2,6.0,33,50,6.0,4.22
5,30,75,75,90,2,30,0,33,1,7,0.0,0.85,4.0,15,50,1.5,0.58
0,45,105,55,50,2,60,5,25,1,45,0.5,0.6,4.0,50,15,6.0,5.7
30,30,85,45,70,10,60,0,40,0,90,0.5,1.2,2.0,15,50,1.5,0.03
30,30,75,55,50,2,90,20,25,1,90,0.5,1.2,6.0,15,15,1.5,0.03
30,10,95,75,70,25,0,5,18,1,45,0.0,0.85,6.0,15,33,6.0,0.0
15,20,85,45,30,25,60,20,18,1,90,0.5,0.6,6.0,33,33,6.0,0.64
5,45,95,75,50,10,0,5,25,0,7,0.0,1.2,4.0,50,50,3.0,0.0
30,30,95,45,70,25,60,5,40,7,21,0.0,0.85,6.0,50,50,6.0,2.19
15,10,85,75,30,10,60,0,33,7,21,0.0,1.2,6.0,33,15,1.5,7.5
60,30,95,45,50,0,30,20,18,0,45,1.0,1.05,5.0,15,33,1.5,0.26
0,10,75,75,90,2,30,0,33,4,45,0.0,0.85,5.0,33,50,3.0,4.45
0,20,75,55,90,25,0,5,33,0,90,1.0,0.6,6.0,50,15,6.0,0.0
5,30,105,65,90,10,90,20,33,4,7,1.0,1.05,6.0,50,33,6.0,7.5
30,20,105,55,30,25,30,0,40,0,7,1.0,0.6,4.0,33,15,3.0,0.86
30,20,60,45,90,10,60,5,40,7,90,0.5,1.05,6.0,50,50,3.0,1.93
15,45,85,45,50,10,90,5,33,0,7,0.0,1.2,6.0,33,50,3.0,0.75
60,20,85,45,70,0,90,5,33,2,45,0.0,0.85,4.0,33,33,3.0,0.54
60,45,85,45,50,2,30,20,40,7,90,0.0,0.85,5.0,33,15,6.0,0.25
0,45,60,55,90,2,0,20,33,2,21,0.0,1.2,2.0,15,15,6.0,3.78
60,20,60,65,30,2,60,20,18,7,90,1.0,0.6,6.0,50,33,6.0,0.14
30,20,85,65,50,10,0,0,33,4,45,1.0,0.6,5.0,33,15,3.0,0.24
30,45,85,45,70,25,30,20,33,0,45,1.0,0.6,4.0,50,33,1.5,0.8
5,30,85,55,30,2,0,5,25,2,45,1.0,0.6,6.0,15,33,1.5,4.48
30,45,95,65,90,25,60,20,33,0,45,0.0,1.2,5.0,50,50,6.0,0.06
5,20,60,55,70,25,60,0,40,1,21,1.0,0.85,4.0,33,15,6.0,0.0
30,30,75,75,90,25,60,20,25,0,90,0.0,0.6,6.0,33,15,6.0,0.0
5,10,85,45,30,25,30,5,25,4,45,0.5,1.05,6.0,50,50,6.0,2.5
5,20,75,75,50,2,90,0,40,7,7,0.0,0.85,4.0,33,50,6.0,14.64
0,10,95,65,70,25,0,20,33,4,90,1.0,1.05,5.0,15,50,3.0,1.96
5,10,105,45,90,2,90,20,18,2,7,0.5,1.2,2.0,50,50,3.0,1.12
15,45,75,75,50,10,90,5,25,7,7,0.0,0.6,6.0,33,15,1.5,10.44
0,20,60,45,70,0,0,0,40,0,21,0.0,1.2,2.0,33,33,6.0,0.5
60,10,60,45,90,2,30,5,25,7,21,0.5,0.85,4.0,33,50,6.0,0.0
15,45,60,55,70,0,90,5,33,4,90,1.0,0.85,4.0,33,33,6.0,14.62
30,10,95,75,50,0,30,20,25,0,45,0.5,1.05,2.0,50,33,3.0,0.0
5,10,105,75,50,10,60,5,18,2,45,1.0,0.85,2.0,15,33,1.5,0.85
15,45,60,45,50,2,60,0,25,4,90,0.0,1.05,6.0,50,50,1.5,18.37
30,45,105,75,30,2,30,20,33,2,45,0.5,1.05,5.0,33,33,6.0,0.0
15,10,75,75,90,10,0,0,40,1,21,1.0,1.05,6.0,15,33,6.0,0.0
15,45,85,75,50,2,90,0,18,7,90,1.0,0.85,2.0,15,50,1.5,40.0
15,30,85,55,50,2,30,5,18,4,45,0.0,1.05,5.0,50,15,6.0,8.26
30,20,85,65,90,25,60,5,25,0,45,1.0,1.05,5.0,50,15,6.0,0.2
30,30,105,45,90,0,90,0,33,0,21,0.0,0.6,2.0,33,50,6.0,0.85
15,10,75,65,70,25,90,20,18,7,45,1.0,0.85,6.0,33,33,1.5,2.85
5,20,105,75,70,2,30,0,25,4,45,1.0,0.6,6.0,50,15,1.5,10.36
30,45,95,45,90,25,90,5,18,0,21,0.5,1.2,4.0,33,15,1.5,0.0
5,20,75,55,70,0,0,0,40,4,21,0.5,1.2,5.0,50,50,1.5,16.6
60,10,85,55,70,10,90,0,33,2,7,1.0,0.85,4.0,15,33,1.5,0.56
30,30,95,65,90,10,30,5,18,0,90,0.0,1.2,4.0,33,15,1.5,0.0
15,45,105,65,70,2,30,5,40,4,45,0.0,1.05,2.0,15,15,6.0,18.36
15,10,75,65,70,0,30,5,33,2,90,0.5,0.85,4.0,50,50,1.5,0.0
5,20,60,65,70,10,90,20,18,2,90,0.5,0.85,4.0,33,15,1.5,0.92
15,45,105,75,70,2,0,0,18,2,7,1.0,1.05,5.0,15,33,3.0,3.58
60,20,60,65,30,0,0,20,40,1,7,0.5,0.85,2.0,33,15,1.5,0.0
15,20,95,75,90,2,0,0,40,7,7,1.0,1.2,2.0,15,50,6.0,32.5
30,30,75,65,90,0,90,20,18,1,90,1.0,0.85,4.0,50,15,3.0,0.34
15,20,75,45,90,0,0,0,25,0,21,1.0,1.2,5.0,50,50,3.0,0.08
15,20,75,65,30,0,60,0,18,4,90,0.5,0.6,2.0,33,15,3.0,0.0
15,20,60,45,90,25,30,0,25,1,21,0.0,1.05,2.0,15,33,1.5,0.45
5,20,60,65,90,2,0,0,18,0,7,0.0,1.05,5.0,15,15,6.0,0.0
0,20,75,55,70,2,90,0,25,1,21,1.0,1.05,5.0,33,50,3.0,3.41
5,45,85,65,90,25,0,0,33,7,90,0.5,0.85,5.0,15,50,1.5,12.4
60,30,75,75,90,25,30,5,33,1,90,0.0,1.05,6.0,15,33,6.0,0.22
30,30,85,45,70,25,90,0,33,1,7,1.0,1.2,6.0,33,15,3.0,0.44
30,30,75,55,90,10,30,5,40,2,90,0.5,1.05,4.0,33,15,6.0,0.0
30,20,105,65,50,2,60,0,40,4,21,0.5,0.6,5.0,33,15,1.5,0.0
30,45,75,55,70,10,30,20,33,4,45,1.0,1.2,4.0,50,50,1.5,2.68
60,20,85,75,50,0,90,0,33,1,7,0.0,1.2,4.0,50,33,1.5,0.12
0,20,60,75,50,25,30,5,18,4,21,0.0,0.6,5.0,50,50,3.0,2.21
0,20,95,65,50,0,30,0,33,4,21,1.0,1.05,6.0,33,15,3.0,17.56
15,20,105,55,90,10,60,5,25,1,7,0.5,0.85,5.0,15,15,3.0,0.17
0,10,75,75,90,10,90,0,40,4,7,0.5,0.85,4.0,33,15,6.0,3.0
0,10,60,75,30,2,60,20,18,0,90,1.0,0.85,5.0,50,50,1.5,0.01
5,20,85,65,50,25,90,5,25,2,7,0.5,0.6,5.0,15,50,1.5,0.56
0,45,95,55,30,0,60,20,18,0,90,0.0,1.05,2.0,15,15,3.0,0.0
0,20,105,75,90,0,90,20,18,0,7,0.0,1.05,4.0,15,15,3.0,0.0
60,30,85,65,50,0,30,5,25,0,90,0.0,1.2,2.0,33,50,1.5,0.17
0,10,85,75,30,0,90,0,25,1,7,1.0,1.05,2.0,15,33,3.0,2.75
0,20,105,45,70,0,0,0,40,2,45,0.0,1.2,2.0,50,15,3.0,8.32
30,45,85,75,50,0,30,20,18,0,90,0.5,0.6,6.0,15,50,3.0,0.09
5,20,75,45,70,10,0,0,25,0,45,0.0,1.05,2.0,33,50,6.0,0.0
30,10,95,65,70,10,30,5,25,4,45,0.0,0.6,4.0,50,33,3.0,0.3
30,10,95,65,70,25,90,20,33,7,21,0.0,0.6,5.0,15,50,6.0,0.0
30,30,95,55,70,10,60,0,25,4,7,0.5,0.85,6.0,33,15,6.0,0.0
15,45,85,45,70,25,0,5,18,0,7,0.5,1.05,2.0,15,15,3.0,0.0
30,20,85,45,90,0,0,0,40,4,7,1.0,1.05,2.0,33,15,6.0,0.0
5,10,95,75,50,2,0,0,33,1,21,0.0,0.85,4.0,15,15,6.0,0.05
15,45,85,55,50,10,60,0,18,2,7,0.0,1.05,6.0,50,15,1.5,1.72
15,10,60,55,70,0,60,0,33,4,21,0.0,0.85,2.0,33,33,1.5,0.0
15,45,105,45,90,2,0,0,18,0,7,0.5,0.6,5.0,50,33,1.5,0.0
15,10,105,65,50,0,60,5,40,7,90,0.5,1.05,4.0,50,15,1.5,11.88
60,20,60,75,50,10,90,20,18,1,90,1.0,0.6,4.0,15,15,6.0,0.3
60,45,85,55,90,0,60,5,33,2,90,0.5,1.05,2.0,50,33,1.5,0.0
30,45,105,45,70,10,30,20,40,0,90,0.0,0.6,6.0,33,33,3.0,0.0
5,20,95,65,70,25,0,0,40,2,21,0.5,1.2,2.0,15,33,6.0,1.63
60,10,75,65,50,0,60,0,40,4,21,1.0,1.2,5.0,33,33,3.0,0.0
30,20,85,45,70,2,30,20,25,2,21,0.0,1.05,2.0,15,33,1.5,0.0
0,30,85,55,90,0,60,20,33,2,90,0.5,0.6,6.0,15,33,6.0,1.7
30,10,75,65,50,10,90,0,25,1,21,1.0,0.85,5.0,50,50,3.0,0.0
0,30,105,55,90,2,0,5,18,1,90,0.5,0.85,2.0,33,15,1.5,4.82
30,30,75,55,50,0,60,0,40,4,21,0.0,1.05,4.0,50,15,3.0,0.0
0,45,75,55,70,0,30,0,25,7,21,1.0,0.6,5.0,50,33,1.5,35.33
5,20,60,75,30,0,0,20,25,1,21,0.5,0.85,6.0,50,33,1.5,0.0
0,20,105,65,90,0,90,0,25,2,90,1.0,1.05,6.0,15,50,6.0,10.12
15,30,105,65,30,25,30,0,18,2,45,1.0,0.85,4.0,50,15,1.5,0.71
30,45,105,45,70,10,90,5,40,2,21,0.5,0.6,2.0,50,33,3.0,0.0
5,10,60,75,90,25,90,20,40,2,7,0.5,0.85,6.0,50,33,1.5,1.03
5,10,85,75,30,25,0,20,18,1,21,0.0,0.6,2.0,33,33,6.0,0.62
60,45,60,75,90,25,30,5,25,1,21,0.0,1.2,2.0,50,33,6.0,0.57
30,30,105,65,90,2,90,0,18,2,21,1.0,1.05,4.0,15,15,1.5,0.83
5,45,85,55,50,2,0,0,25,2,90,0.5,1.2,6.0,50,15,1.5,17.62
60,30,60,75,50,25,90,5,18,2,21,1.0,0.85,2.0,15,15,3.0,0.0
0,45,85,55,90,25,60,0,40,4,21,0.5,0.6,4.0,33,15,3.0,4.69
5,45,85,75,70,25,90,5,33,7,90,1.0,1.05,6.0,15,15,3.0,17.31
60,30,85,45,30,10,90,20,25,2,7,0.5,0.85,6.0,33,33,6.0,0.89
5,10,95,55,90,25,90,0,25,2,7,1.0,1.2,4.0,33,50,3.0,0.52
5,10,75,45,70,25,60,0,25,1,21,0.5,1.2,6.0,50,50,6.0,0.0
15,30,95,75,50,10,0,20,33,0,90,0.0,0.85,4.0,50,50,6.0,0.0
5,10,85,75,50,2,30,5,25,0,45,0.5,0.6,6.0,33,33,6.0,0.0
30,20,75,75,50,0,0,0,25,1,7,0.0,1.05,5.0,15,33,3.0,0.17
60,20,75,55,90,25,90,0,25,7,90,0.5,0.6,4.0,33,15,3.0,0.0
15,45,105,55,30,10,90,5,18,0,21,0.0,1.05,5.0,15,50,1.5,0.0
15,10,60,45,30,10,60,5,18,4,45,1.0,0.6,2.0,15,50,6.0,0.0
0,30,85,45,30,10,0,5,25,0,45,0.5,1.2,5.0,15,50,1.5,0.0
15,20,105,45,70,2,90,5,40,2,45,1.0,0.6,4.0,15,50,6.0,1.13
60,30,95,65,90,0,90,5,33,0,7,1.0,0.6,4.0,33,50,1.5,0.09
30,20,95,45,90,0,0,5,40,4,90,0.0,0.6,6.0,33,33,3.0,0.0
5,20,75,75,30,25,0,20,33,0,45,1.0,0.85,5.0,15,33,3.0,0.0
60,10,105,65,90,10,90,20,25,7,45,0.0,1.05,4.0,15,50,6.0,0.0
5,30,75,75,90,2,0,5,40,2,7,0.0,1.05,5.0,33,33,6.0,5.29
30,20,60,55,30,2,60,0,25,4,21,0.5,1.2,6.0,50,50,6.0,0.08
15,10,75,65,50,10,60,5,18,1,7,1.0,1.2,4.0,15,50,6.0,0.43
30,20,60,75,50,2,90,5,40,4,7,0.0,1.05,4.0,33,15,6.0,0.0
30,20,60,45,30,25,0,0,18,0,21,1.0,1.05,4.0,15,33,6.0,0.0
15,45,75,45,70,25,90,5,18,7,90,0.0,1.2,2.0,33,33,6.0,12.89
30,45,95,75,70,0,90,20,25,1,45,0.5,0.6,2.0,50,50,3.0,0.0
5,20,85,55,90,10,30,5,25,1,21,0.0,0.6,5.0,15,50,6.0,0.1
15,45,75,75,30,0,60,5,18,0,45,0.0,0.6,2.0,15,33,6.0,0.01
5,45,60,45,30,2,90,5,25,2,90,0.5,1.2,4.0,15,33,3.0,11.16
15,45,60,55,30,10,90,5,18,2,90,0.0,1.2,6.0,33,50,1.5,1.73
5,10,75,45,90,2,90,5,33,1,21,0.5,1.2,5.0,33,50,1.5,0.59
5,30,60,45,30,2,0,20,40,0,7,0.5,1.2,2.0,33,15,6.0,0.0
0,30,85,55,50,25,0,5,25,0,21,0.0,1.05,6.0,50,15,3.0,0.0
5,10,60,45,30,0,0,20,25,0,90,1.0,0.6,2.0,33,50,1.5,0.0
5,20,85,65,30,10,30,20,18,7,21,0.0,1.05,4.0,50,33,3.0,5.44
30,45,75,45,30,2,30,20,40,7,7,0.5,1.05,6.0,50,33,3.0,9.15
0,30,75,45,30,0,60,20,25,1,7,1.0,1.2,6.0,15,50,3.0,1.37
5,10,105,45,70,2,90,20,25,4,90,1.0,1.05,2.0,50,15,3.0,2.25
30,45,95,45,90,25,90,0,25,4,21,0.5,1.05,2.0,15,50,6.0,1.04
5,45,95,55,50,2,90,5,40,4,7,1.0,0.85,6.0,50,33,1.5,25.07
30,30,75,55,30,25,60,20,25,2,7,0.0,1.05,5.0,50,33,3.0,0.0
60,45,95,65,30,2,60,20,18,2,7,0.0,1.05,2.0,33,15,3.0,0.12
15,45,105,55,30,2,60,5,33,0,90,0.0,0.6,5.0,50,33,1.5,0.68
0,10,105,55,70,10,30,20,40,7,90,0.5,1.2,2.0,50,15,6.0,4.74
0,20,105,55,30,0,0,20,25,2,7,0.0,1.2,2.0,33,33,1.5,1.04
30,30,75,55,50,2,30,5,25,0,7,0.5,0.85,2.0,15,33,6.0,0.0
5,10,75,65,50,25,90,0,33,7,90,0.5,0.85,6.0,50,50,3.0,3.22
15,45,60,65,70,25,60,5,40,2,7,1.0,1.2,6.0,15,33,6.0,1.41
15,30,85,55,70,10,0,5,40,4,90,0.5,0.85,5.0,50,15,3.0,2.92
15,45,75,75,90,2,90,5,33,7,45,0.0,0.85,2.0,50,33,3.0,26.45
15,45,60,65,50,2,90,20,25,2,45,0.0,1.2,5.0,50,15,3.0,1.9
15,30,60,65,30,2,60,5,40,1,7,0.0,1.2,4.0,33,15,6.0,0.12
5,10,95,75,50,25,30,20,33,2,45,1.0,0.6,4.0,50,15,1.5,0.0
15,10,85,45,50,0,60,5,18,1,7,0.5,0.85,5.0,15,15,1.5,0.21
30,30,75,55,90,10,30,0,18,0,21,0.0,1.05,2.0,33,15,3.0,0.0
15,20,105,75,90,2,60,0,18,7,45,0.5,0.85,4.0,50,50,6.0,22.82
15,30,85,65,30,10,90,0,18,7,21,0.5,0.6,2.0,33,50,3.0,12.64
5,45,60,75,50,25,30,20,18,4,90,0.0,0.85,6.0,33,33,1.5,5.85
5,10,85,75,70,25,30,5,33,0,21,0.5,0.6,5.0,50,15,6.0,0.72
30,20,60,45,90,2,0,20,40,1,7,0.0,1.05,2.0,33,50,3.0,0.0
0,30,85,45,70,2,30,20,40,4,21,1.0,0.6,4.0,15,33,1.5,3.97
60,10,85,65,30,10,30,0,25,2,21,0.5,1.05,5.0,15,50,1.5,0.0
60,20,75,45,50,10,30,5,33,2,90,0.5,1.2,4.0,50,50,1.5,0.35
60,10,85,65,50,0,30,20,33,1,90,1.0,1.05,4.0,15,15,6.0,0.29
5,45,95,45,30,10,0,5,25,7,7,1.0,1.2,4.0,33,33,1.5,33.99
5,10,95,55,30,0,90,0,25,1,7,1.0,0.85,6.0,50,15,3.0,0.0
30,20,95,75,90,0,0,5,25,7,90,0.5,0.6,6.0,50,33,3.0,0.48
0,30,75,45,70,10,60,0,18,1,7,0.0,1.2,4.0,50,33,6.0,2.42
60,10,75,65,70,0,30,20,33,7,90,0.5,1.2,2.0,15,50,1.5,0.0
5,30,95,75,70,10,0,20,25,1,90,1.0,0.6,2.0,15,15,6.0,0.67
5,45,75,45,30,10,0,0,25,2,90,0.0,0.6,5.0,15,15,1.5,4.53
60,20,85,55,50,0,30,20,18,4,7,1.0,1.2,4.0,33,15,1.5,0.36
60,10,95,55,90,0,90,20,33,4,90,0.5,0.85,2.0,15,15,3.0,0.26
0,10,95,45,90,0,90,0,33,7,45,0.0,1.05,2.0,15,15,3.0,12.88
0,30,60,45,30,10,60,5,33,2,90,1.0,1.2,4.0,50,33,3.0,4.86
60,20,95,75,90,0,30,5,40,0,90,0.0,1.2,4.0,50,33,3.0,0.79
0,20,95,75,90,2,0,5,33,4,21,0.5,0.6,4.0,50,50,3.0,6.8
0,20,75,55,70,25,0,5,33,4,90,0.0,1.2,6.0,15,50,1.5,2.5
0,30,60,45,90,25,0,20,33,1,7,0.5,0.85,5.0,50,15,1.5,0.0
30,20,95,65,90,0,60,5,33,4,90,1.0,1.2,2.0,15,33,6.0,0.0
60,20,60,45,70,2,90,20,25,4,21,1.0,0.6,5.0,50,15,6.0,0.83
60,10,75,75,30,25,60,20,25,2,7,0.0,1.05,2.0,33,50,6.0,0.0
5,10,60,75,50,2,30,5,40,0,21,0.0,0.6,2.0,33,50,6.0,0.17
0,45,85,75,70,25,60,20,40,7,7,0.5,0.85,4.0,15,33,1.5,10.9
0,30,105,75,70,25,60,20,18,7,7,0.0,1.2,2.0,33,15,6.0,12.01
15,45,75,45,90,2,0,0,40,2,45,0.5,0.85,6.0,15,33,6.0,0.0
15,45,75,75,30,0,30,20,18,4,21,1.0,0.6,2.0,15,50,1.5,2.21
30,30,75,55,30,25,30,20,25,4,7,0.0,0.6,6.0,50,50,3.0,0.0
15,10,60,65,30,2,90,20,25,7,45,1.0,1.05,5.0,50,33,6.0,3.21
5,10,75,75,70,2,30,0,33,2,7,0.5,1.05,2.0,50,50,6.0,2.88
5,30,105,45,70,25,90,0,18,1,21,0.5,0.6,2.0,50,50,3.0,0.07
15,30,60,55,70,10,30,0,33,4,21,0.0,0.85,2.0,33,50,3.0,5.21
60,30,105,45,90,10,60,20,40,1,45,1.0,0.6,4.0,50,15,3.0,0.0
